"","depress1","depress2","depress3","depress4","depress5","depress6","depress7","depress8","depress9","depress10","depress11","depress12","depress13","depress14","depress15","depress16","depress17","depress18","depress19","depress20","depression","vote18","female","age","educ","hispanic","black","income","married","attend","unemployed","polint","inteff1","inteff2","motivation"
"533","1.0","1.0","1.0","4.0","1.0","1.0","2.0","3.0","1.0","2.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","2.0","2.0","1.0","1.75","0.0","1.0","55.0","3.0","0.0","0.0","4.0","1.0","3.0","0.0","0.0","0.75","0.5","0.41666666"
"534","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.35","1.0","0.0","57.0","2.0","0.0","0.0","6.0","0.0","3.0","0.0","0.6666667","0.75","1.0","0.8055556"
"535","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","63.0","2.0","0.0","1.0","2.0","0.0","5.0","0.0","0.33333334","0.0","0.25","0.19444445"
"536","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.3","1.0","1.0","62.0","4.0","0.0","0.0","11.0","1.0","2.0","0.0","1.0","1.0","0.25","0.75"
"537","1.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","3.0","1.0","1.0","2.0","2.0","2.0","1.6","1.0","1.0","61.0","2.0","0.0","0.0","4.0","1.0","1.0","1.0","0.6666667","0.5","0.75","0.6388889"
"538","3.0","1.0","2.0","1.0","1.0","3.0","3.0","3.0","1.0","1.0","2.0","3.0","1.0","3.0","1.0","3.0","2.0","3.0","1.0","2.0","2.0","1.0","0.0","58.0","6.0","0.0","0.0","11.0","0.0","4.0","0.0","1.0","0.75","1.0","0.9166667"
"539","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","0.0","64.0","3.0","0.0","0.0","7.0","1.0","5.0","0.0","0.33333334","0.5","0.5","0.44444445"
"540","1.0","1.0","1.0","2.0","2.0","1.0","3.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.6","0.0","0.0","59.0","6.0","0.0","0.0","11.0","1.0","2.0","0.0","0.6666667","0.75","1.0","0.8055556"
"541","2.0","2.0","2.0","1.0","1.0","1.0","2.0","4.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","4.0","3.0","1.0","1.0","1.0","1.7","1.0","1.0","61.0","2.0","0.0","0.0","5.0","0.0","4.0","0.0","0.6666667","0.25","0.25","0.3888889"
"542","2.0","2.0","2.0","3.0","2.0","3.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0","3.0","3.0","2.7","1.0","1.0","60.0","5.0","0.0","0.0","10.0","0.0","1.0","0.0","0.6666667","0.5","0.75","0.6388889"
"543","4.0","4.0","1.0","4.0","2.0","3.0","2.0","3.0","3.0","4.0","3.0","2.0","3.0","1.0","4.0","3.0","2.0","1.0","2.0","1.0","2.6","0.0","0.0","19.0","2.0","0.0","0.0","9.0","0.0","2.0","1.0","0.6666667","0.5","0.25","0.47222224"
"544","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","55.0","2.0","0.0","0.0","6.0","0.0","1.0","1.0","0.33333334","0.5","0.5","0.44444445"
"545","3.0","3.0","3.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","1.0","3.0","2.0","3.0","2.2","0.0","0.0","21.0","2.0","0.0","1.0","6.0","0.0","4.0","1.0","0.6666667","0.5","0.25","0.47222224"
"546","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","3.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","1.5","0.0","0.0","58.0","4.0","0.0","0.0","1.0","0.0","1.0","0.0","0.33333334","0.0","0.5","0.2777778"
"547","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.85","1.0","0.0","45.0","5.0","0.0","0.0","10.0","0.0","1.0","0.0","0.0","0.5","0.75","0.41666666"
"548","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.2","1.0","1.0","63.0","7.0","0.0","0.0","11.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"549","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.4","1.0","1.0","62.0","5.0","0.0","0.0","11.0","0.0","1.0","0.0","0.6666667","0.75","0.75","0.7222222"
"550","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.4","1.0","1.0","55.0","5.0","0.0","0.0","9.0","1.0","4.0","0.0","1.0","0.25","1.0","0.75"
"551","3.0","3.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","2.5","0.0","1.0","56.0","5.0","0.0","0.0","11.0","1.0","4.0","0.0","1.0","0.25","0.25","0.5"
"552","2.0","1.0","1.0","3.0","1.0","2.0","1.0","3.0","1.0","1.0","2.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","1.75","0.0","1.0","63.0","2.0","0.0","0.0","4.0","0.0","2.0","0.0","0.0","0.25","0.5","0.25"
"553","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.3","1.0","1.0","64.0","2.0","0.0","1.0","4.0","0.0","3.0","0.0","0.33333334","0.5","0.75","0.5277778"
"554","3.0","1.0","2.0","3.0","3.0","3.0","2.0","3.0","1.0","4.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","3.0","4.0","3.0","2.5","0.0","1.0","55.0","2.0","0.0","0.0","9.0","1.0","1.0","0.0","0.33333334","0.5","0.5","0.44444445"
"555","3.0","3.0","4.0","1.0","4.0","4.0","4.0","3.0","1.0","3.0","4.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","3.0","3.15","1.0","1.0","63.0","3.0","0.0","0.0","2.0","1.0","4.0","1.0","0.6666667","0.0","0.25","0.30555555"
"556","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.15","1.0","1.0","56.0","2.0","0.0","0.0","4.0","1.0","1.0","1.0","1.0","0.75","1.0","0.9166667"
"557","1.0","1.0","1.0","3.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.4","0.0","0.0","55.0","3.0","0.0","0.0","4.0","0.0","2.0","0.0","0.33333334","0.5","0.5","0.44444445"
"558","3.0","1.0","3.0","1.0","3.0","3.0","4.0","4.0","1.0","3.0","1.0","4.0","3.0","3.0","1.0","4.0","3.0","3.0","1.0","3.0","2.6","0.0","1.0","60.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","0.6666667","0.0","0.0","0.22222222"
"559","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.5","1.0","1.0","63.0","2.0","0.0","0.0","4.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0"
"560","2.0","1.0","1.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","1.95","0.0","1.0","33.0","5.0","0.0","0.0","11.0","1.0","2.0","1.0","0.6666667","0.5","0.5","0.5555556"
"561","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.7","1.0","1.0","59.0","3.0","0.0","0.0","7.0","1.0","5.0","0.0","0.6666667","1.0","0.5","0.7222222"
"562","2.0","1.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.95","1.0","1.0","56.0","5.0","0.0","0.0","11.0","1.0","2.0","0.0","1.0","0.25","0.5","0.5833333"
"563","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.1","1.0","1.0","60.0","4.0","0.0","0.0","4.0","0.0","5.0","1.0","1.0","0.0","1.0","0.6666667"
"564","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","0.0","1.0","58.0","3.0","0.0","1.0","4.0","0.0","5.0","0.0","0.0","0.0","0.5","0.16666667"
"565","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","3.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","1.4","1.0","0.0","50.0","5.0","0.0","0.0","12.0","0.0","1.0","0.0","0.6666667","0.75","1.0","0.8055556"
"566","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","1.0","0.0","51.0","4.0","0.0","1.0","11.0","1.0","1.0","0.0","1.0","0.0","0.0","0.33333334"
"567","1.0","1.0","1.0","4.0","2.0","1.0","1.0","4.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.45","1.0","0.0","64.0","4.0","0.0","0.0","6.0","1.0","1.0","0.0","0.6666667","0.5","0.75","0.6388889"
"568","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.15","1.0","1.0","57.0","3.0","0.0","0.0","13.0","1.0","2.0","1.0","0.33333334","0.25","0.5","0.3611111"
"569","2.0","1.0","2.0","1.0","1.0","3.0","1.0","4.0","3.0","2.0","2.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","4.0","1.0","2.45","1.0","1.0","60.0","6.0","0.0","0.0","7.0","0.0","1.0","0.0","1.0","0.0","1.0","0.6666667"
"570","2.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","1.9","1.0","0.0","64.0","6.0","0.0","0.0","4.0","0.0","2.0","1.0","0.6666667","0.5","0.5","0.5555556"
"571","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.6","1.0","0.0","57.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","0.6666667","0.5","0.25","0.47222224"
"572","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.1","0.0","0.0","59.0","2.0","0.0","0.0","11.0","1.0","1.0","0.0","1.0","0.5","1.0","0.8333333"
"573","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1.4","1.0","1.0","63.0","3.0","0.0","0.0","5.0","1.0","2.0","1.0","1.0","0.75","1.0","0.9166667"
"574","1.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","3.0","3.0","2.0","2.0","1.0","4.0","1.0","2.0","1.0","2.0","1.95","1.0","0.0","57.0","3.0","0.0","0.0","2.0","1.0","4.0","1.0","0.6666667","0.0","0.75","0.47222224"
"575","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.1","1.0","0.0","63.0","5.0","0.0","0.0","12.0","1.0","2.0","0.0","1.0","1.0","1.0","1.0"
"576","3.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","3.0","1.0","3.0","3.0","1.0","2.0","2.0","3.0","3.0","2.0","2.0","2.2","0.0","1.0","19.0","1.0","0.0","0.0","3.0","0.0","1.0","1.0","1.0","0.25","0.75","0.6666667"
"577","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.4","0.0","1.0","29.0","3.0","1.0","0.0","5.0","0.0","1.0","0.0","0.0","0.5","0.5","0.33333334"
"578","4.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","1.0","4.0","4.0","4.0","3.0","4.0","4.0","1.0","4.0","3.55","0.0","1.0","21.0","2.0","0.0","1.0","1.0","0.0","3.0","1.0","0.6666667","0.5","0.5","0.5555556"
"579","1.0","2.0","1.0","4.0","1.0","1.0","2.0","3.0","2.0","1.0","3.0","3.0","2.0","2.0","1.0","3.0","1.0","2.0","1.0","2.0","1.9","1.0","1.0","20.0","2.0","0.0","0.0","3.0","0.0","1.0","1.0","0.6666667","0.25","0.5","0.47222224"
"580","2.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","3.0","3.0","1.0","2.0","2.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","2.5","0.0","1.0","21.0","4.0","0.0","0.0","6.0","0.0","4.0","0.0","0.33333334","0.5","0.5","0.44444445"
"581","2.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","1.0","3.0","2.0","2.0","2.5","0.0","1.0","23.0","2.0","0.0","0.0","6.0","0.0","1.0","0.0","0.0","0.0","0.25","0.083333336"
"582","1.0","3.0","1.0","3.0","2.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.8","0.0","1.0","21.0","3.0","0.0","0.0","4.0","0.0","2.0","0.0","0.33333334","0.25","0.75","0.44444445"
"583","2.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.8","0.0","1.0","20.0","3.0","0.0","0.0","8.0","0.0","1.0","1.0","0.6666667","0.25","0.75","0.5555556"
"584","3.0","1.0","4.0","3.0","4.0","4.0","3.0","3.0","4.0","3.0","4.0","3.0","4.0","4.0","3.0","3.0","2.0","4.0","4.0","4.0","3.35","0.0","1.0","19.0","3.0","0.0","0.0","3.0","0.0","1.0","1.0","0.6666667","0.0","0.5","0.3888889"
"585","3.0","1.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","4.0","3.0","3.0","2.0","2.45","0.0","1.0","19.0","3.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.5","0.5","0.33333334"
"586","3.0","3.0","2.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","3.0","2.45","1.0","1.0","23.0","2.0","0.0","0.0","5.0","1.0","3.0","1.0","0.33333334","1.0","0.5","0.6111111"
"587","4.0","4.0","4.0","2.0","4.0","4.0","4.0","3.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","3.7","0.0","1.0","23.0","2.0","0.0","1.0","2.0","1.0","1.0","1.0","0.0","0.5","1.0","0.5"
"588","2.0","3.0","3.0","3.0","3.0","1.0","4.0","3.0","1.0","3.0","4.0","1.0","4.0","1.0","4.0","1.0","4.0","4.0","1.0","3.0","2.65","0.0","1.0","21.0","3.0","0.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","0.25","0.41666666"
"589","3.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","2.5","0.0","1.0","22.0","3.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.25","0.5","0.25"
"590","4.0","4.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","4.0","3.0","1.0","4.0","4.0","4.0","1.0","4.0","3.0","3.0","4.0","3.25","0.0","0.0","18.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.6666667","0.75","0.5","0.6388889"
"591","2.0","1.0","2.0","2.0","3.0","1.0","3.0","3.0","3.0","1.0","1.0","3.0","3.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.9","0.0","1.0","27.0","4.0","0.0","1.0","4.0","0.0","3.0","0.0","0.6666667","0.5","1.0","0.7222222"
"592","3.0","1.0","4.0","3.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","3.0","4.0","3.0","3.0","1.0","4.0","4.0","4.0","3.4","1.0","1.0","23.0","4.0","0.0","0.0","4.0","0.0","1.0","0.0","1.0","0.75","0.75","0.8333333"
"593","3.0","3.0","2.0","3.0","2.0","3.0","3.0","4.0","4.0","2.0","1.0","2.0","4.0","4.0","2.0","3.0","2.0","2.0","3.0","1.0","2.65","0.0","1.0","22.0","4.0","0.0","1.0","4.0","1.0","3.0","0.0","1.0","0.5","1.0","0.8333333"
"594","2.0","3.0","2.0","3.0","4.0","3.0","1.0","2.0","3.0","1.0","3.0","3.0","1.0","3.0","2.0","1.0","3.0","2.0","2.0","2.0","2.3","0.0","1.0","20.0","4.0","0.0","0.0","6.0","0.0","4.0","1.0","0.33333334","0.0","0.25","0.19444445"
"595","2.0","4.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.85","0.0","0.0","19.0","3.0","0.0","0.0","9.0","1.0","2.0","0.0","0.6666667","0.75","0.25","0.5555556"
"596","1.0","2.0","1.0","3.0","3.0","3.0","2.0","3.0","4.0","3.0","1.0","2.0","1.0","3.0","2.0","4.0","2.0","2.0","1.0","2.0","2.25","1.0","1.0","24.0","7.0","0.0","1.0","1.0","0.0","5.0","0.0","1.0","0.0","0.0","0.33333334"
"597","2.0","2.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","3.0","1.0","2.0","3.0","3.0","3.0","3.0","2.0","2.5","0.0","1.0","23.0","5.0","0.0","1.0","4.0","0.0","2.0","0.0","0.33333334","1.0","1.0","0.7777778"
"598","1.0","2.0","2.0","3.0","1.0","1.0","2.0","3.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","1.85","0.0","1.0","20.0","2.0","0.0","1.0","2.0","0.0","4.0","0.0","0.33333334","0.0","0.0","0.11111111"
"599","3.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.7","0.0","1.0","24.0","4.0","0.0","1.0","1.0","0.0","1.0","1.0","0.33333334","0.5","0.5","0.44444445"
"600","2.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","2.2","1.0","0.0","20.0","3.0","0.0","0.0","6.0","0.0","4.0","0.0","0.6666667","0.75","0.25","0.5555556"
"601","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.25","1.0","0.0","53.0","3.0","0.0","0.0","7.0","1.0","1.0","0.0","1.0","0.0","1.0","0.6666667"
"602","4.0","1.0","4.0","1.0","4.0","4.0","4.0","1.0","4.0","2.0","4.0","3.0","1.0","4.0","2.0","2.0","4.0","4.0","1.0","4.0","2.9","0.0","1.0","22.0","3.0","0.0","1.0","2.0","0.0","3.0","0.0","0.0","0.0","1.0","0.33333334"
"603","2.0","2.0","1.0","3.0","1.0","2.0","2.0","3.0","1.0","1.0","1.0","4.0","2.0","1.0","1.0","4.0","1.0","2.0","1.0","2.0","1.85","0.0","1.0","24.0","2.0","0.0","1.0","4.0","0.0","5.0","0.0","1.0","0.0","0.25","0.41666666"
"604","2.0","3.0","4.0","3.0","2.0","1.0","4.0","1.0","3.0","2.0","4.0","1.0","3.0","2.0","2.0","1.0","4.0","1.0","2.0","1.0","2.3","1.0","1.0","19.0","3.0","0.0","1.0","5.0","0.0","5.0","0.0","0.33333334","0.25","0.25","0.2777778"
"605","2.0","2.0","2.0","4.0","3.0","3.0","2.0","3.0","1.0","2.0","4.0","1.0","1.0","2.0","2.0","3.0","1.0","3.0","3.0","2.0","2.3","0.0","1.0","22.0","3.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"606","4.0","3.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","3.0","2.0","4.0","4.0","4.0","3.7","0.0","1.0","23.0","3.0","0.0","0.0","2.0","1.0","4.0","1.0","0.33333334","0.0","0.0","0.11111111"
"607","3.0","3.0","3.0","2.0","3.0","4.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","2.85","0.0","1.0","22.0","7.0","0.0","0.0","6.0","0.0","2.0","0.0","0.0","0.5","0.5","0.33333334"
"608","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","3.0","4.0","2.0","1.0","2.0","2.0","1.85","0.0","0.0","21.0","4.0","0.0","0.0","1.0","0.0","2.0","1.0","0.6666667","0.75","0.25","0.5555556"
"609","3.0","1.0","3.0","1.0","4.0","4.0","4.0","2.0","2.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","1.0","2.0","1.0","2.0","2.25","0.0","1.0","20.0","3.0","0.0","0.0","5.0","0.0","4.0","1.0","0.6666667","0.75","0.0","0.47222224"
"610","3.0","3.0","2.0","3.0","3.0","2.0","4.0","2.0","1.0","1.0","4.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","3.0","3.0","2.35","1.0","1.0","22.0","3.0","0.0","0.0","4.0","0.0","2.0","0.0","0.6666667","0.75","0.5","0.6388889"
"611","3.0","1.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","3.0","3.0","3.0","2.65","1.0","1.0","22.0","4.0","0.0","1.0","4.0","0.0","5.0","0.0","0.6666667","0.25","0.5","0.47222224"
"612","1.0","1.0","1.0","4.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.3","0.0","0.0","23.0","4.0","0.0","1.0","1.0","0.0","1.0","1.0","0.6666667","0.75","0.5","0.6388889"
"613","4.0","4.0","2.0","3.0","2.0","1.0","1.0","2.0","2.0","3.0","4.0","1.0","4.0","3.0","2.0","3.0","4.0","2.0","3.0","3.0","2.65","1.0","0.0","21.0","5.0","0.0","0.0","10.0","1.0","1.0","0.0","0.6666667","0.5","0.5","0.5555556"
"614","3.0","2.0","1.0","3.0","3.0","2.0","3.0","2.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","1.0","2.1","0.0","1.0","22.0","6.0","0.0","1.0","5.0","1.0","4.0","0.0","1.0","0.25","0.0","0.41666666"
"615","3.0","3.0","3.0","2.0","4.0","2.0","4.0","2.0","3.0","3.0","2.0","2.0","4.0","4.0","4.0","1.0","3.0","2.0","3.0","3.0","2.85","0.0","1.0","22.0","5.0","1.0","0.0","4.0","0.0","3.0","0.0","0.6666667","0.5","0.75","0.6388889"
"616","1.0","2.0","2.0","2.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.3","0.0","1.0","18.0","3.0","0.0","1.0","3.0","0.0","2.0","0.0","0.6666667","0.5","0.5","0.5555556"
"617","3.0","2.0","2.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","3.0","2.0","2.75","1.0","1.0","30.0","3.0","0.0","0.0","5.0","0.0","1.0","0.0","0.6666667","0.5","0.5","0.5555556"
"618","2.0","1.0","1.0","2.0","3.0","1.0","4.0","4.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.75","0.0","1.0","18.0","4.0","0.0","1.0","9.0","0.0","1.0","0.0","0.6666667","0.5","0.5","0.5555556"
"619","1.0","1.0","2.0","4.0","3.0","2.0","3.0","2.0","1.0","1.0","3.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","3.0","2.05","1.0","1.0","19.0","3.0","0.0","0.0","11.0","0.0","5.0","1.0","0.6666667","0.25","0.75","0.5555556"
"620","2.0","3.0","2.0","1.0","1.0","3.0","4.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","1.0","3.0","3.0","2.0","2.25","1.0","1.0","22.0","5.0","0.0","1.0","8.0","0.0","2.0","0.0","0.6666667","0.5","0.75","0.6388889"
"621","3.0","2.0","2.0","3.0","1.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","3.0","1.0","3.0","3.0","3.0","2.4","1.0","1.0","24.0","5.0","0.0","1.0","10.0","0.0","2.0","0.0","1.0","0.75","0.25","0.6666667"
"622","2.0","3.0","2.0","3.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.25","0.0","1.0","22.0","3.0","0.0","0.0","6.0","0.0","4.0","0.0","0.6666667","0.75","0.5","0.6388889"
"623","4.0","2.0","3.0","3.0","4.0","4.0","3.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0","4.0","1.0","1.0","3.0","2.0","2.0","2.65","1.0","0.0","21.0","3.0","0.0","0.0","11.0","0.0","1.0","0.0","0.6666667","0.75","0.0","0.47222224"
"624","4.0","3.0","2.0","3.0","4.0","4.0","3.0","2.0","4.0","3.0","4.0","2.0","1.0","4.0","3.0","1.0","1.0","3.0","4.0","3.0","2.9","0.0","1.0","21.0","5.0","0.0","1.0","13.0","0.0","3.0","0.0","0.6666667","0.5","0.5","0.5555556"
"625","2.0","3.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.4","1.0","0.0","21.0","3.0","0.0","1.0","9.0","0.0","4.0","1.0","1.0","0.25","0.5","0.5833333"
"626","2.0","1.0","1.0","4.0","1.0","2.0","1.0","3.0","1.0","1.0","3.0","3.0","2.0","1.0","1.0","3.0","3.0","2.0","2.0","2.0","1.95","0.0","1.0","18.0","2.0","0.0","0.0","4.0","1.0","1.0","0.0","0.33333334","1.0","1.0","0.7777778"
