"","depress1","depress2","depress3","depress4","depress5","depress6","depress7","depress8","depress9","depress10","depress11","depress12","depress13","depress14","depress15","depress16","depress17","depress18","depress19","depress20","depression","vote18","female","age","educ","hispanic","black","income","married","attend","unemployed","polint","inteff1","inteff2","motivation"
"213","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","4.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.35","0.0","1.0","72.0","3.0","1.0","0.0","5.0","0.0","4.0","0.0","1.0","0.25","0.75","0.6666667"
"214","4.0","1.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","3.0","4.0","4.0","4.0","4.0","1.0","4.0","2.0","4.0","1.0","4.0","3.35","0.0","1.0","48.0","3.0","1.0","0.0","4.0","0.0","1.0","0.0","0.6666667","0.0","0.0","0.22222222"
"215","3.0","2.0","2.0","4.0","1.0","2.0","1.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","3.0","3.0","2.0","1.0","1.0","29.0","4.0","1.0","0.0","3.0","0.0","1.0","0.0","0.33333334","0.25","0.25","0.2777778"
"216","2.0","2.0","2.0","3.0","2.0","3.0","2.0","3.0","3.0","3.0","1.0","3.0","4.0","3.0","1.0","4.0","2.0","3.0","1.0","2.0","2.45","1.0","1.0","40.0","3.0","1.0","0.0","8.0","1.0","3.0","0.0","0.33333334","0.25","0.25","0.2777778"
"217","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","0.0","70.0","5.0","1.0","0.0","2.0","0.0","4.0","0.0","0.6666667","0.5","0.75","0.6388889"
"218","1.0","2.0","2.0","4.0","2.0","2.0","1.0","2.0","2.0","1.0","3.0","4.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","1.9","0.0","1.0","28.0","3.0","0.0","0.0","5.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0"
"219","1.0","1.0","2.0","3.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","2.05","0.0","1.0","38.0","6.0","1.0","0.0","6.0","0.0","1.0","0.0","0.0","0.5","0.5","0.33333334"
"220","3.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.55","0.0","0.0","70.0","3.0","0.0","0.0","9.0","1.0","5.0","0.0","0.6666667","0.5","0.5","0.5555556"
"221","3.0","2.0","4.0","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","3.0","4.0","4.0","2.0","3.0","2.0","4.0","4.0","3.0","3.2","0.0","1.0","26.0","5.0","1.0","0.0","4.0","0.0","4.0","0.0","0.0","0.25","0.75","0.33333334"
"222","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","1.55","1.0","1.0","44.0","2.0","1.0","0.0","13.0","1.0","1.0","0.0","0.0","0.5","0.5","0.33333334"
"223","2.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","1.0","3.0","2.0","2.0","1.0","1.85","0.0","1.0","52.0","3.0","0.0","0.0","2.0","1.0","2.0","1.0","0.33333334","0.75","0.75","0.6111111"
"224","2.0","2.0","3.0","2.0","1.0","2.0","3.0","2.0","1.0","4.0","4.0","1.0","2.0","3.0","4.0","1.0","4.0","3.0","4.0","4.0","2.6","1.0","0.0","33.0","5.0","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","0.0","0.33333334"
"225","3.0","2.0","3.0","4.0","4.0","3.0","3.0","2.0","2.0","3.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0","3.0","1.0","4.0","2.75","0.0","1.0","49.0","5.0","1.0","0.0","11.0","1.0","2.0","0.0","0.33333334","0.75","0.75","0.6111111"
"226","2.0","2.0","2.0","4.0","2.0","2.0","1.0","3.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","1.0","2.05","0.0","1.0","45.0","5.0","1.0","0.0","8.0","1.0","4.0","1.0","0.6666667","0.75","0.5","0.6388889"
"227","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.6","0.0","1.0","36.0","6.0","0.0","0.0","9.0","1.0","3.0","1.0","0.6666667","0.0","0.25","0.30555555"
"228","2.0","3.0","3.0","2.0","3.0","4.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","4.0","4.0","3.0","1.0","4.0","4.0","3.0","2.9","0.0","1.0","22.0","2.0","1.0","0.0","4.0","0.0","4.0","0.0","0.6666667","0.25","0.25","0.3888889"
"229","1.0","2.0","3.0","3.0","1.0","3.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.2","1.0","1.0","65.0","5.0","1.0","0.0","4.0","1.0","2.0","0.0","0.6666667","0.25","0.25","0.3888889"
"230","4.0","2.0","3.0","2.0","4.0","4.0","4.0","2.0","3.0","4.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0","4.0","3.0","3.0","3.0","0.0","1.0","18.0","3.0","1.0","0.0","1.0","0.0","2.0","0.0","0.6666667","0.5","0.5","0.5555556"
"231","1.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.35","1.0","1.0","74.0","3.0","1.0","0.0","4.0","1.0","4.0","0.0","0.6666667","0.5","0.75","0.6388889"
"232","1.0","1.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","1.95","0.0","1.0","74.0","5.0","1.0","0.0","2.0","0.0","4.0","0.0","0.33333334","0.25","0.25","0.2777778"
"233","1.0","2.0","2.0","1.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","4.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.85","1.0","0.0","48.0","2.0","0.0","0.0","2.0","0.0","1.0","1.0","0.6666667","0.25","0.25","0.3888889"
"234","2.0","1.0","4.0","1.0","3.0","1.0","1.0","1.0","1.0","4.0","4.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.85","1.0","1.0","51.0","6.0","1.0","0.0","9.0","1.0","3.0","0.0","0.33333334","0.25","0.25","0.2777778"
"235","2.0","4.0","2.0","1.0","1.0","2.0","4.0","1.0","1.0","3.0","3.0","2.0","2.0","3.0","1.0","1.0","2.0","3.0","2.0","3.0","2.15","1.0","0.0","29.0","3.0","1.0","0.0","6.0","0.0","2.0","1.0","1.0","1.0","1.0","1.0"
"236","2.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","1.7","0.0","0.0","49.0","5.0","1.0","0.0","5.0","0.0","1.0","0.0","0.33333334","0.75","0.5","0.5277778"
"237","1.0","2.0","2.0","4.0","3.0","4.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0","4.0","2.0","2.0","4.0","3.0","1.0","1.0","2.25","0.0","1.0","47.0","2.0","1.0","0.0","1.0","0.0","5.0","1.0","0.33333334","0.0","0.0","0.11111111"
"238","2.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1.7","1.0","1.0","60.0","2.0","0.0","1.0","7.0","0.0","1.0","0.0","0.33333334","0.25","0.25","0.2777778"
"239","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0","2.25","0.0","0.0","36.0","5.0","1.0","0.0","4.0","1.0","1.0","0.0","0.33333334","0.5","0.5","0.44444445"
"240","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.1","1.0","1.0","56.0","3.0","1.0","0.0","11.0","1.0","1.0","0.0","1.0","0.25","0.25","0.5"
"241","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","31.0","5.0","1.0","0.0","2.0","0.0","5.0","0.0","0.0","0.25","0.5","0.25"
"242","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.2","1.0","1.0","25.0","2.0","0.0","1.0","6.0","0.0","1.0","0.0","1.0","0.5","0.5","0.6666667"
"243","1.0","3.0","1.0","1.0","4.0","1.0","4.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.55","1.0","0.0","33.0","2.0","1.0","0.0","4.0","0.0","1.0","0.0","0.6666667","0.0","0.0","0.22222222"
"244","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.35","1.0","1.0","35.0","3.0","1.0","1.0","6.0","0.0","2.0","0.0","0.6666667","0.25","0.75","0.5555556"
"245","1.0","1.0","4.0","4.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.4","0.0","1.0","32.0","5.0","1.0","0.0","6.0","1.0","2.0","0.0","0.0","0.5","0.5","0.33333334"
"246","3.0","1.0","4.0","2.0","3.0","4.0","4.0","3.0","3.0","4.0","4.0","3.0","2.0","4.0","3.0","3.0","2.0","3.0","4.0","3.0","3.1","1.0","1.0","33.0","3.0","0.0","0.0","5.0","1.0","4.0","0.0","1.0","0.5","0.75","0.75"
"247","2.0","1.0","1.0","2.0","1.0","1.0","4.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","3.0","1.65","0.0","1.0","58.0","4.0","1.0","0.0","4.0","1.0","2.0","0.0","1.0","0.25","0.5","0.5833333"
"248","3.0","4.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","4.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","2.75","1.0","1.0","28.0","5.0","1.0","0.0","7.0","0.0","1.0","0.0","0.33333334","0.0","0.25","0.19444445"
"249","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.3","0.0","1.0","66.0","3.0","1.0","0.0","7.0","1.0","4.0","1.0","0.0","0.5","0.0","0.16666667"
"250","1.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","1.45","1.0","1.0","54.0","5.0","0.0","0.0","4.0","0.0","1.0","1.0","0.6666667","0.5","0.5","0.5555556"
"251","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.1","1.0","1.0","72.0","7.0","0.0","0.0","13.0","1.0","2.0","0.0","1.0","1.0","1.0","1.0"
"252","1.0","2.0","3.0","1.0","1.0","2.0","3.0","4.0","1.0","3.0","4.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","4.0","2.0","1.0","1.0","76.0","3.0","0.0","0.0","5.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0"
"253","2.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","1.75","1.0","1.0","38.0","6.0","0.0","0.0","11.0","1.0","2.0","0.0","1.0","1.0","1.0","1.0"
"254","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","0.0","1.0","60.0","3.0","0.0","0.0","2.0","0.0","1.0","0.0","0.6666667","0.75","1.0","0.8055556"
"255","2.0","2.0","2.0","3.0","2.0","3.0","3.0","4.0","2.0","1.0","3.0","3.0","3.0","1.0","1.0","3.0","3.0","2.0","1.0","4.0","2.4","0.0","1.0","39.0","2.0","0.0","0.0","4.0","1.0","1.0","1.0","0.6666667","0.0","0.5","0.3888889"
"256","3.0","3.0","2.0","2.0","3.0","3.0","3.0","1.0","3.0","3.0","4.0","3.0","3.0","4.0","2.0","1.0","2.0","3.0","2.0","3.0","2.65","1.0","0.0","63.0","5.0","0.0","0.0","11.0","1.0","1.0","0.0","0.6666667","0.5","0.0","0.3888889"
"257","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.8","0.0","1.0","30.0","5.0","0.0","0.0","6.0","0.0","1.0","0.0","0.0","0.5","0.5","0.33333334"
"258","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","60.0","3.0","0.0","0.0","7.0","1.0","1.0","0.0","1.0","0.25","0.5","0.5833333"
"259","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.35","1.0","1.0","48.0","5.0","0.0","0.0","5.0","0.0","1.0","0.0","1.0","0.0","1.0","0.6666667"
"260","1.0","1.0","2.0","1.0","3.0","2.0","2.0","2.0","1.0","1.0","4.0","2.0","3.0","1.0","1.0","2.0","1.0","3.0","1.0","2.0","1.8","1.0","0.0","77.0","5.0","0.0","0.0","12.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"261","1.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","1.0","3.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0","18.0","2.0","0.0","0.0","11.0","0.0","3.0","1.0","0.6666667","0.75","0.75","0.7222222"
"262","2.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","2.0","1.0","2.0","1.0","4.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","26.0","2.0","0.0","1.0","5.0","0.0","1.0","0.0","1.0","0.25","1.0","0.75"
"263","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.9","1.0","1.0","74.0","5.0","0.0","0.0","9.0","1.0","1.0","0.0","1.0","0.0","0.25","0.41666666"
"264","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","1.5","1.0","0.0","64.0","5.0","0.0","0.0","11.0","1.0","5.0","0.0","0.33333334","0.25","0.75","0.44444445"
"265","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","1.0","64.0","5.0","0.0","0.0","9.0","1.0","2.0","0.0","0.33333334","0.5","0.75","0.5277778"
"266","1.0","1.0","2.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","2.0","3.0","1.0","4.0","2.0","3.0","2.3","1.0","1.0","59.0","5.0","0.0","0.0","12.0","1.0","4.0","0.0","1.0","0.25","0.75","0.6666667"
"267","1.0","1.0","1.0","1.0","1.0","1.0","2.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","1.4","1.0","0.0","60.0","5.0","0.0","1.0","11.0","0.0","3.0","0.0","0.6666667","0.5","1.0","0.7222222"
"268","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.2","1.0","0.0","61.0","5.0","0.0","0.0","12.0","1.0","4.0","0.0","0.6666667","0.75","0.75","0.7222222"
"269","4.0","3.0","4.0","4.0","3.0","4.0","2.0","1.0","4.0","4.0","3.0","4.0","4.0","4.0","2.0","3.0","4.0","4.0","4.0","4.0","3.45","0.0","1.0","36.0","3.0","0.0","1.0","4.0","0.0","2.0","0.0","0.33333334","0.5","1.0","0.6111111"
"270","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.45","1.0","1.0","58.0","2.0","0.0","0.0","4.0","1.0","1.0","0.0","0.33333334","0.5","0.25","0.3611111"
"271","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.3","1.0","0.0","76.0","3.0","0.0","0.0","5.0","1.0","4.0","0.0","0.33333334","0.0","0.0","0.11111111"
"272","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","0.0","1.0","59.0","4.0","0.0","0.0","5.0","0.0","4.0","0.0","0.33333334","0.25","0.25","0.2777778"
"273","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.2","0.0","0.0","61.0","1.0","0.0","0.0","2.0","1.0","5.0","1.0","0.6666667","0.25","0.25","0.3888889"
"274","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","69.0","5.0","0.0","0.0","13.0","1.0","4.0","0.0","0.33333334","0.5","0.75","0.5277778"
"275","2.0","1.0","1.0","1.0","2.0","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.25","1.0","0.0","73.0","2.0","0.0","0.0","9.0","1.0","1.0","0.0","0.33333334","0.25","0.5","0.3611111"
"276","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.85","1.0","1.0","68.0","4.0","0.0","0.0","4.0","0.0","4.0","0.0","1.0","0.0","0.0","0.33333334"
"277","2.0","1.0","1.0","3.0","2.0","2.0","4.0","3.0","2.0","1.0","3.0","3.0","2.0","1.0","2.0","3.0","1.0","2.0","2.0","3.0","2.15","1.0","1.0","69.0","3.0","0.0","0.0","7.0","1.0","1.0","0.0","0.6666667","0.0","0.75","0.47222224"
"278","1.0","1.0","1.0","1.0","2.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.15","1.0","1.0","62.0","3.0","0.0","0.0","4.0","0.0","1.0","0.0","1.0","0.75","1.0","0.9166667"
"279","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","1.0","69.0","3.0","0.0","1.0","7.0","0.0","4.0","0.0","0.6666667","0.5","1.0","0.7222222"
"280","1.0","3.0","4.0","2.0","4.0","4.0","3.0","4.0","4.0","3.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.55","1.0","0.0","21.0","4.0","0.0","0.0","7.0","0.0","2.0","1.0","1.0","1.0","1.0","1.0"
"281","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","0.0","76.0","7.0","0.0","0.0","6.0","0.0","2.0","0.0","0.6666667","0.5","0.75","0.6388889"
"282","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","1.0","75.0","6.0","0.0","0.0","11.0","1.0","1.0","0.0","0.6666667","0.5","0.75","0.6388889"
"283","2.0","1.0","2.0","2.0","1.0","2.0","3.0","3.0","2.0","1.0","4.0","4.0","2.0","3.0","1.0","3.0","3.0","2.0","1.0","2.0","2.2","1.0","1.0","73.0","7.0","0.0","0.0","5.0","0.0","1.0","0.0","0.33333334","0.25","0.25","0.2777778"
"284","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.4","1.0","1.0","71.0","6.0","0.0","0.0","12.0","1.0","2.0","0.0","0.6666667","0.0","0.75","0.47222224"
"285","4.0","4.0","2.0","2.0","4.0","3.0","3.0","4.0","1.0","1.0","2.0","3.0","2.0","1.0","4.0","1.0","1.0","3.0","3.0","2.0","2.5","0.0","1.0","19.0","3.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"286","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","3.0","1.0","1.0","1.0","2.0","1.4","1.0","1.0","79.0","2.0","0.0","0.0","7.0","1.0","4.0","0.0","1.0","0.25","0.5","0.5833333"
"287","1.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.3","1.0","1.0","74.0","2.0","0.0","0.0","9.0","1.0","1.0","0.0","0.6666667","0.25","1.0","0.6388889"
"288","2.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.4","1.0","0.0","68.0","5.0","0.0","0.0","13.0","1.0","2.0","0.0","0.6666667","0.5","0.5","0.5555556"
"289","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.4","1.0","0.0","73.0","7.0","0.0","0.0","13.0","0.0","2.0","0.0","0.6666667","1.0","1.0","0.8888889"
"290","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.05","1.0","1.0","73.0","5.0","0.0","0.0","5.0","0.0","2.0","0.0","0.6666667","0.25","1.0","0.6388889"
"291","2.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.75","1.0","1.0","52.0","5.0","0.0","0.0","6.0","0.0","1.0","0.0","0.33333334","0.5","0.5","0.44444445"
"292","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","1.9","1.0","1.0","19.0","5.0","0.0","0.0","11.0","0.0","1.0","1.0","1.0","0.5","0.5","0.6666667"
"293","1.0","1.0","1.0","4.0","1.0","1.0","1.0","3.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.3","1.0","1.0","72.0","6.0","0.0","0.0","12.0","0.0","2.0","0.0","1.0","0.75","1.0","0.9166667"
"294","1.0","1.0","1.0","4.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.3","0.0","0.0","55.0","5.0","0.0","0.0","9.0","1.0","1.0","0.0","0.6666667","0.5","0.75","0.6388889"
"295","1.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","1.0","1.0","1.0","2.0","1.0","2.0","1.45","1.0","1.0","69.0","2.0","0.0","0.0","3.0","0.0","1.0","0.0","1.0","0.0","0.0","0.33333334"
"296","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.1","1.0","1.0","74.0","7.0","0.0","0.0","11.0","0.0","2.0","0.0","1.0","0.5","0.75","0.75"
"297","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.2","1.0","1.0","75.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","0.33333334","0.5","0.75","0.5277778"
"298","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.35","1.0","1.0","78.0","6.0","0.0","0.0","4.0","0.0","1.0","0.0","0.0","0.25","0.25","0.16666667"
"299","1.0","3.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","1.0","4.0","4.0","4.0","3.5","0.0","0.0","70.0","6.0","0.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","0.5","0.5"
"300","2.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","2.0","1.45","1.0","1.0","73.0","5.0","0.0","0.0","11.0","1.0","4.0","0.0","1.0","0.75","1.0","0.9166667"
"301","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.1","1.0","0.0","58.0","6.0","0.0","0.0","8.0","1.0","1.0","0.0","1.0","0.0","0.75","0.5833333"
"302","2.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.55","1.0","1.0","67.0","4.0","0.0","0.0","5.0","0.0","4.0","0.0","0.0","0.25","0.25","0.16666667"
"303","2.0","3.0","1.0","1.0","3.0","2.0","3.0","1.0","1.0","1.0","3.0","2.0","3.0","3.0","2.0","2.0","1.0","3.0","4.0","3.0","2.2","1.0","1.0","81.0","3.0","0.0","0.0","9.0","1.0","4.0","0.0","0.6666667","0.75","0.5","0.6388889"
"304","2.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","1.75","1.0","0.0","59.0","1.0","0.0","0.0","3.0","1.0","2.0","0.0","0.33333334","0.25","0.25","0.2777778"
"305","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","81.0","2.0","0.0","0.0","3.0","0.0","3.0","0.0","1.0","0.25","0.25","0.5"
"306","1.0","1.0","1.0","4.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.5","1.0","1.0","61.0","4.0","0.0","0.0","5.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0"
